time,vehicle_id,speed,acceleration,lane_position,lane_index
129.8,normal_flow.34,5.882,2.468,12.206,2
129.9,normal_flow.30,15.336,0.63,58.602,1
129.9,normal_flow.31,12.04,1.728,8.318,1
129.9,normal_flow.32,4.109,2.538,2.09,0
129.9,normal_flow.33,11.3,-0.786,49.019,2
129.9,normal_flow.34,6.127,2.444,12.818,2
130.0,normal_flow.30,15.396,0.598,60.141,1
130.0,normal_flow.31,12.207,1.677,9.539,1
130.0,normal_flow.32,4.362,2.528,2.526,0
130.0,normal_flow.33,11.222,-0.775,50.141,2
130.0,normal_flow.34,6.369,2.424,13.455,2
130.1,normal_flow.30,15.452,0.566,61.686,1
130.1,normal_flow.31,12.37,1.625,10.776,1
130.1,normal_flow.32,4.614,2.515,2.988,0
130.1,normal_flow.33,11.146,-0.76,51.256,2
130.1,normal_flow.34,6.609,2.401,14.116,2
130.2,normal_flow.30,15.506,0.536,63.237,1
130.2,normal_flow.31,12.527,1.573,12.029,1
130.2,normal_flow.32,4.864,2.5,3.474,0
130.2,normal_flow.33,11.072,-0.742,52.363,2
130.2,normal_flow.34,6.846,2.371,14.801,2
130.3,normal_flow.30,15.557,0.507,64.793,1
130.3,normal_flow.31,12.679,1.52,13.297,1
130.3,normal_flow.32,5.112,2.481,3.985,0
130.3,normal_flow.33,11.0,-0.72,53.463,2
130.3,normal_flow.34,7.08,2.338,15.509,2
130.4,normal_flow.30,15.605,0.48,66.353,1
130.4,normal_flow.31,12.826,1.467,14.579,1
130.4,normal_flow.32,5.358,2.459,4.521,0
130.4,normal_flow.33,10.93,-0.695,54.556,2
130.4,normal_flow.34,7.31,2.301,16.24,2
130.5,normal_flow.30,15.65,0.454,67.918,1
130.5,normal_flow.31,12.967,1.414,15.876,1
130.5,normal_flow.32,5.601,2.435,5.081,0
130.5,normal_flow.33,10.864,-0.667,55.643,2
130.5,normal_flow.34,7.536,2.262,16.993,2
130.6,normal_flow.30,15.693,0.428,69.487,1
130.6,normal_flow.31,13.103,1.361,17.186,1
130.6,normal_flow.32,5.842,2.406,5.665,0
130.6,normal_flow.33,10.792,-0.717,56.722,2
130.6,normal_flow.34,7.758,2.219,17.769,2
130.7,normal_flow.30,15.733,0.405,71.061,1
130.7,normal_flow.31,13.234,1.309,18.51,1
130.7,normal_flow.32,6.079,2.374,0.243,0
130.7,normal_flow.33,10.704,-0.877,57.792,2
130.7,normal_flow.34,7.976,2.173,18.567,2
130.8,normal_flow.30,15.772,0.382,72.638,1
130.8,normal_flow.31,13.36,1.257,19.845,1
130.8,normal_flow.32,6.313,2.338,0.874,0
130.8,normal_flow.33,10.601,-1.038,58.852,2
130.8,normal_flow.34,8.188,2.123,19.385,2
130.9,normal_flow.31,13.48,1.206,21.194,1
130.9,normal_flow.32,6.543,2.298,1.529,0
130.9,normal_flow.33,10.481,-1.199,59.9,2
130.9,normal_flow.34,8.395,2.07,20.225,2
131.0,normal_flow.31,13.61,1.301,22.555,1
131.0,normal_flow.32,6.768,2.254,2.205,0
131.0,normal_flow.33,10.345,-1.36,60.935,2
131.0,normal_flow.34,8.596,2.013,21.085,2
131.1,normal_flow.31,13.736,1.25,23.928,1
131.1,normal_flow.32,6.989,2.206,2.904,0
131.1,normal_flow.33,10.193,-1.521,61.954,2
131.1,normal_flow.34,8.791,1.953,21.964,2
131.2,normal_flow.31,13.856,1.2,25.314,1
131.2,normal_flow.32,7.204,2.154,3.625,0
131.2,normal_flow.33,10.025,-1.68,62.957,2
131.2,normal_flow.34,8.98,1.89,22.862,2
131.3,normal_flow.31,13.971,1.15,26.711,1
131.3,normal_flow.32,7.414,2.097,4.366,0
131.3,normal_flow.33,9.841,-1.836,63.941,2
131.3,normal_flow.34,9.163,1.823,23.778,2
131.3,normal_flow.35,0.0,0.0,5.1,0
131.4,normal_flow.31,14.081,1.102,28.119,1
131.4,normal_flow.32,7.618,2.037,5.128,0
131.4,normal_flow.33,9.642,-1.989,64.905,2
131.4,normal_flow.34,9.338,1.754,24.712,2
131.4,normal_flow.35,0.26,2.6,5.126,0
131.5,normal_flow.31,14.186,1.054,29.537,1
131.5,normal_flow.32,7.815,1.974,5.909,0
131.5,normal_flow.33,9.429,-2.137,65.848,2
131.5,normal_flow.34,9.506,1.681,25.662,2
131.5,normal_flow.35,0.52,2.6,5.178,1
131.6,normal_flow.31,14.287,1.007,30.966,1
131.6,normal_flow.32,8.006,1.907,6.71,0
131.6,normal_flow.33,9.201,-2.28,66.768,2
131.6,normal_flow.34,9.667,1.606,26.629,2
131.6,normal_flow.35,0.78,2.6,5.256,1
131.7,normal_flow.31,14.383,0.961,32.404,1
131.7,normal_flow.32,8.189,1.838,7.529,0
131.7,normal_flow.33,8.959,-2.415,67.664,2
131.7,normal_flow.34,9.82,1.528,27.611,2
131.7,normal_flow.35,1.04,2.6,5.36,1
131.8,normal_flow.31,14.475,0.917,33.852,1
131.8,normal_flow.32,8.366,1.766,8.366,0
131.8,normal_flow.33,8.705,-2.543,68.534,2
131.8,normal_flow.34,9.964,1.447,28.607,2
131.8,normal_flow.35,1.3,2.599,5.49,1
131.9,normal_flow.31,14.562,0.873,35.308,1
131.9,normal_flow.32,8.535,1.692,9.219,0
131.9,normal_flow.33,8.439,-2.661,69.378,2
131.9,normal_flow.34,10.101,1.365,29.618,2
131.9,normal_flow.35,1.56,2.599,5.646,1
132.0,normal_flow.31,14.645,0.831,36.773,1
132.0,normal_flow.32,8.697,1.617,10.089,0
132.0,normal_flow.33,8.162,-2.769,70.194,2
132.0,normal_flow.34,10.229,1.281,30.64,2
132.0,normal_flow.35,1.819,2.598,5.828,2
132.1,normal_flow.31,14.724,0.791,38.245,1
132.1,normal_flow.32,8.851,1.541,10.974,0
132.1,normal_flow.33,7.875,-2.865,70.982,2
132.1,normal_flow.34,10.348,1.195,31.675,2
132.1,normal_flow.35,2.075,2.558,6.035,2
132.2,normal_flow.31,14.799,0.751,39.725,1
132.2,normal_flow.32,8.998,1.465,11.874,0
132.2,normal_flow.33,7.58,-2.949,71.74,2
132.2,normal_flow.34,10.459,1.108,32.721,2
132.2,normal_flow.35,2.331,2.561,6.269,2
132.3,normal_flow.31,14.871,0.713,41.212,1
132.3,normal_flow.32,9.137,1.389,12.787,0
132.3,normal_flow.33,7.278,-3.019,72.468,2
132.3,normal_flow.34,10.561,1.019,33.777,2
132.3,normal_flow.35,2.588,2.563,6.527,2
132.4,normal_flow.31,14.938,0.677,42.706,1
132.4,normal_flow.32,9.268,1.313,13.714,0
132.4,normal_flow.33,6.971,-3.075,73.165,2
132.4,normal_flow.34,10.654,0.93,34.843,2
132.4,normal_flow.35,2.844,2.564,6.812,2
132.5,normal_flow.31,15.002,0.641,44.206,1
132.5,normal_flow.32,9.392,1.238,14.653,0
132.5,normal_flow.33,6.659,-3.116,73.831,2
132.5,normal_flow.34,10.738,0.839,35.916,2
132.5,normal_flow.35,3.101,2.565,7.122,2
132.6,normal_flow.31,15.063,0.608,45.712,1
132.6,normal_flow.32,9.508,1.164,15.604,0
132.6,normal_flow.33,6.345,-3.143,74.465,2
132.6,normal_flow.34,10.811,0.726,36.998,2
132.6,normal_flow.35,3.357,2.565,7.457,2
132.7,normal_flow.31,15.121,0.575,47.224,1
132.7,normal_flow.32,9.617,1.092,16.566,0
132.7,normal_flow.33,6.03,-3.153,75.068,2
132.7,normal_flow.34,10.871,0.603,38.085,2
132.7,normal_flow.35,3.614,2.565,7.819,2
132.8,normal_flow.31,15.175,0.544,48.742,1
132.8,normal_flow.32,9.72,1.022,17.538,0
132.8,normal_flow.33,5.715,-3.149,75.64,2
132.8,normal_flow.34,10.894,0.23,39.174,2
132.8,normal_flow.35,3.87,2.564,8.206,2
132.9,normal_flow.31,15.227,0.514,50.265,1
132.9,normal_flow.32,9.815,0.955,18.519,0
132.9,normal_flow.33,5.402,-3.129,76.18,2
132.9,normal_flow.34,10.907,0.131,40.265,2
132.9,normal_flow.35,4.126,2.561,8.618,2
133.0,normal_flow.31,15.275,0.486,51.792,1
133.0,normal_flow.32,9.904,0.89,19.51,0
133.0,normal_flow.33,5.092,-3.095,76.689,2
133.0,normal_flow.34,10.91,0.031,41.356,2
133.0,normal_flow.35,4.382,2.558,9.057,2
133.1,normal_flow.31,15.321,0.459,53.324,1
133.1,normal_flow.32,9.987,0.828,20.508,0
133.1,normal_flow.33,4.788,-3.047,0.368,0
133.1,normal_flow.34,10.903,-0.069,42.446,2
133.1,normal_flow.35,4.637,2.551,9.52,2
133.2,normal_flow.31,15.364,0.433,54.861,1
133.2,normal_flow.32,10.064,0.768,0.395,1
133.2,normal_flow.33,4.486,-3.018,0.816,0
133.2,normal_flow.34,10.886,-0.17,43.535,2
133.2,normal_flow.35,4.891,2.537,10.009,2
133.3,normal_flow.31,15.405,0.408,56.401,1
133.3,normal_flow.32,10.251,1.874,1.42,1
133.3,normal_flow.33,4.193,-2.925,1.236,0
133.3,normal_flow.34,10.859,-0.271,44.621,2
133.3,normal_flow.35,5.143,2.524,10.524,2
133.4,normal_flow.31,15.444,0.385,57.946,1
133.4,normal_flow.32,10.433,1.818,2.463,1
133.4,normal_flow.33,3.911,-2.828,1.627,0
133.4,normal_flow.34,10.822,-0.374,45.703,2
133.4,normal_flow.35,5.394,2.508,11.063,2
133.5,normal_flow.31,15.48,0.363,59.494,1
133.5,normal_flow.32,10.609,1.761,3.524,1
133.5,normal_flow.33,4.165,2.542,2.043,0
133.5,normal_flow.34,10.785,-0.368,46.781,2
133.5,normal_flow.35,5.643,2.49,11.627,2
133.6,normal_flow.31,15.514,0.342,61.045,1
133.6,normal_flow.32,10.779,1.702,4.602,1
133.6,normal_flow.33,4.418,2.535,2.485,0
133.6,normal_flow.34,10.749,-0.363,47.856,2
133.6,normal_flow.35,5.89,2.476,12.216,2
133.7,normal_flow.31,15.546,0.322,62.6,1
133.7,normal_flow.32,10.943,1.643,5.696,1
133.7,normal_flow.33,4.671,2.528,2.952,0
133.7,normal_flow.34,10.713,-0.355,48.927,2
133.7,normal_flow.35,6.136,2.459,12.83,2
133.8,normal_flow.31,15.576,0.303,64.157,1
133.8,normal_flow.32,11.102,1.583,6.806,1
133.8,normal_flow.33,4.923,2.518,3.445,0
133.8,normal_flow.34,10.679,-0.344,49.995,2
133.8,normal_flow.35,6.38,2.436,13.468,2
133.9,normal_flow.31,15.605,0.285,65.718,1
133.9,normal_flow.32,11.254,1.523,7.932,1
133.9,normal_flow.33,5.173,2.507,3.962,0
133.9,normal_flow.34,10.646,-0.331,51.06,2
133.9,normal_flow.35,6.621,2.411,14.13,2
134.0,normal_flow.31,15.632,0.268,67.281,1
134.0,normal_flow.32,11.4,1.462,9.072,1
134.0,normal_flow.33,5.423,2.493,4.504,0
134.0,normal_flow.34,10.614,-0.315,52.121,2
134.0,normal_flow.35,6.859,2.382,14.816,2
134.1,normal_flow.31,15.657,0.252,68.847,1
134.1,normal_flow.32,11.54,1.401,10.226,1
134.1,normal_flow.33,5.671,2.478,5.071,0
134.1,normal_flow.34,10.58,-0.341,53.179,2
134.1,normal_flow.35,7.094,2.351,15.526,2
134.2,normal_flow.31,15.68,0.236,70.415,1
134.2,normal_flow.32,11.674,1.341,11.393,1
134.2,normal_flow.33,5.917,2.46,5.663,0
134.2,normal_flow.34,10.535,-0.455,54.233,2
134.2,normal_flow.35,7.326,2.316,16.258,2
134.3,normal_flow.31,15.703,0.222,71.985,1
134.3,normal_flow.32,11.803,1.281,12.574,1
134.3,normal_flow.33,6.161,2.44,0.249,0
134.3,normal_flow.34,10.478,-0.57,55.28,2
134.3,normal_flow.35,7.554,2.278,17.014,2
134.4,normal_flow.32,11.925,1.222,13.766,1
134.4,normal_flow.33,6.402,2.417,0.889,0
134.4,normal_flow.34,10.409,-0.687,56.321,2
134.4,normal_flow.35,7.778,2.238,17.791,2
134.5,normal_flow.32,12.046,1.217,14.971,1
134.5,normal_flow.33,6.641,2.392,1.553,0
134.5,normal_flow.34,10.328,-0.805,57.354,2
134.5,normal_flow.35,7.997,2.193,18.591,2
134.6,normal_flow.32,12.162,1.159,16.187,1
134.6,normal_flow.33,6.878,2.363,2.241,0
134.6,normal_flow.34,10.236,-0.925,58.378,2
134.6,normal_flow.35,8.211,2.146,19.412,2
134.7,normal_flow.32,12.273,1.103,17.414,1
134.7,normal_flow.33,7.111,2.332,2.952,0
134.7,normal_flow.34,10.131,-1.045,59.391,2
134.7,normal_flow.35,8.421,2.095,20.254,2
134.8,normal_flow.32,12.377,1.048,18.652,1
134.8,normal_flow.33,7.341,2.298,3.686,0
134.8,normal_flow.34,10.015,-1.167,60.392,2
134.8,normal_flow.35,8.625,2.04,21.117,2
134.9,normal_flow.32,12.477,0.994,19.9,1
134.9,normal_flow.33,7.567,2.261,4.443,0
134.9,normal_flow.34,9.886,-1.29,61.381,2
134.9,normal_flow.35,8.823,1.982,21.999,2
135.0,normal_flow.32,12.571,0.942,21.157,1
135.0,normal_flow.33,7.789,2.221,5.222,0
135.0,normal_flow.34,9.744,-1.414,62.355,2
135.0,normal_flow.35,9.015,1.921,22.901,2
135.0,normal_flow.36,0.0,0.0,5.1,0
135.1,normal_flow.32,12.66,0.891,22.423,1
135.1,normal_flow.33,8.007,2.178,6.023,0
135.1,normal_flow.34,9.59,-1.538,63.314,2
135.1,normal_flow.35,9.201,1.856,23.821,2
135.1,normal_flow.36,0.26,2.6,5.126,0
135.2,normal_flow.32,12.744,0.842,23.697,1
135.2,normal_flow.33,8.22,2.133,6.845,0
135.2,normal_flow.34,9.424,-1.663,64.257,2
135.2,normal_flow.35,9.38,1.788,24.759,2
135.2,normal_flow.36,0.52,2.6,5.178,1
135.3,normal_flow.32,12.824,0.795,24.98,1
135.3,normal_flow.33,8.429,2.084,7.687,0
135.3,normal_flow.34,9.245,-1.788,65.181,2
135.3,normal_flow.35,9.551,1.717,25.714,2
135.3,normal_flow.36,0.78,2.6,5.256,1
135.4,normal_flow.32,12.899,0.75,26.27,1
135.4,normal_flow.33,8.632,2.033,8.551,0
135.4,normal_flow.34,9.054,-1.911,66.087,2
135.4,normal_flow.35,9.716,1.643,26.685,2
135.4,normal_flow.36,1.04,2.6,5.36,1
135.5,normal_flow.32,12.97,0.706,27.566,1
135.5,normal_flow.33,8.83,1.979,9.434,0
135.5,normal_flow.34,8.851,-2.033,66.972,2
135.5,normal_flow.35,9.872,1.567,27.673,2
135.5,normal_flow.36,1.3,2.599,5.49,1
135.6,normal_flow.32,13.036,0.664,28.87,1
135.6,normal_flow.33,9.022,1.922,10.336,0
135.6,normal_flow.34,8.636,-2.153,67.835,2
135.6,normal_flow.35,10.021,1.487,28.675,2
135.6,normal_flow.36,1.56,2.599,5.646,1
135.7,normal_flow.32,13.098,0.624,30.18,1
135.7,normal_flow.33,9.208,1.864,11.257,0
135.7,normal_flow.34,8.409,-2.27,68.676,2
135.7,normal_flow.35,10.162,1.406,29.691,2
135.7,normal_flow.36,1.819,2.598,5.828,2
135.8,normal_flow.32,13.157,0.586,31.496,1
135.8,normal_flow.33,9.389,1.804,12.196,0
135.8,normal_flow.34,8.17,-2.381,69.493,2
135.8,normal_flow.35,10.294,1.322,30.72,2
135.8,normal_flow.36,2.075,2.553,6.035,2
135.9,normal_flow.32,13.212,0.55,32.817,1
135.9,normal_flow.33,9.563,1.742,13.152,0
135.9,normal_flow.34,7.922,-2.488,70.285,2
135.9,normal_flow.35,10.417,1.236,31.762,2
135.9,normal_flow.36,2.33,2.557,6.268,2
136.0,normal_flow.32,13.264,0.515,34.143,1
136.0,normal_flow.33,9.731,1.679,14.125,0
136.0,normal_flow.34,7.663,-2.587,71.052,2
136.0,normal_flow.35,10.532,1.148,32.815,2
136.0,normal_flow.36,2.586,2.559,6.527,2
136.1,normal_flow.32,13.312,0.483,35.474,1
136.1,normal_flow.33,9.892,1.614,15.114,0
136.1,normal_flow.34,7.395,-2.678,71.791,2
136.1,normal_flow.35,10.638,1.058,33.879,2
136.1,normal_flow.36,2.842,2.561,6.811,2
136.2,normal_flow.32,13.357,0.452,36.81,1
136.2,normal_flow.33,10.047,1.549,16.119,0
136.2,normal_flow.34,7.119,-2.759,72.503,2
136.2,normal_flow.35,10.735,0.968,34.952,2
136.2,normal_flow.36,3.099,2.562,7.121,2
136.3,normal_flow.32,13.399,0.422,38.15,1
136.3,normal_flow.33,10.196,1.484,17.138,0
136.3,normal_flow.34,6.836,-2.83,73.187,2
136.3,normal_flow.35,10.821,0.865,36.035,2
136.3,normal_flow.36,3.355,2.562,7.457,2
136.4,normal_flow.32,13.439,0.395,39.494,1
136.4,normal_flow.33,10.337,1.418,18.172,0
136.4,normal_flow.34,6.547,-2.889,73.841,2
136.4,normal_flow.35,10.896,0.745,37.124,2
136.4,normal_flow.36,3.611,2.561,7.818,2
136.5,normal_flow.32,13.476,0.369,40.841,1
136.5,normal_flow.33,10.473,1.353,19.219,0
136.5,normal_flow.34,6.254,-2.934,74.467,2
136.5,normal_flow.35,10.958,0.622,38.22,2
136.5,normal_flow.36,3.867,2.559,8.204,2
136.6,normal_flow.32,13.51,0.344,42.192,1
136.6,normal_flow.33,10.601,1.288,20.28,0
136.6,normal_flow.34,5.957,-2.966,75.063,2
136.6,normal_flow.35,11.008,0.495,39.321,2
136.6,normal_flow.36,4.122,2.557,8.617,2
136.7,normal_flow.32,13.542,0.321,43.547,1
136.7,normal_flow.33,10.724,1.224,0.232,1
136.7,normal_flow.34,5.659,-2.983,75.628,2
136.7,normal_flow.35,11.044,0.364,40.425,2
136.7,normal_flow.36,4.378,2.553,9.054,2
136.8,normal_flow.32,13.572,0.299,44.904,1
136.8,normal_flow.33,10.921,1.973,1.324,1
136.8,normal_flow.34,5.36,-2.985,76.165,2
136.8,normal_flow.35,11.067,0.23,41.532,2
136.8,normal_flow.36,4.632,2.546,9.518,2
136.9,normal_flow.32,13.6,0.279,46.264,1
136.9,normal_flow.33,11.114,1.925,2.435,1
136.9,normal_flow.34,5.063,-2.972,76.671,2
136.9,normal_flow.35,11.076,0.092,42.639,2
136.9,normal_flow.36,4.886,2.535,10.006,2
137.0,normal_flow.32,13.626,0.26,47.626,1
137.0,normal_flow.33,11.301,1.877,3.566,1
137.0,normal_flow.34,4.769,-2.944,0.348,0
137.0,normal_flow.35,11.071,-0.049,43.746,2
137.0,normal_flow.36,5.138,2.521,10.52,2
137.1,normal_flow.32,13.65,0.242,48.991,1
137.1,normal_flow.33,11.484,1.827,4.714,1
137.1,normal_flow.34,4.473,-2.963,0.795,0
137.1,normal_flow.35,11.052,-0.192,44.852,2
137.1,normal_flow.36,5.388,2.503,11.059,2
137.2,normal_flow.32,13.672,0.225,50.359,1
137.2,normal_flow.33,11.662,1.775,5.88,1
137.2,normal_flow.34,4.185,-2.87,1.214,0
137.2,normal_flow.35,11.018,-0.339,45.953,2
137.2,normal_flow.36,5.637,2.483,11.623,2
137.3,normal_flow.32,13.693,0.209,51.728,1
137.3,normal_flow.33,11.834,1.723,7.064,1
137.3,normal_flow.34,3.908,-2.778,1.604,0
137.3,normal_flow.35,10.969,-0.487,47.05,2
137.3,normal_flow.36,5.883,2.461,12.211,2
137.4,normal_flow.32,13.713,0.195,53.099,1
137.4,normal_flow.33,12.001,1.669,8.264,1
137.4,normal_flow.34,4.161,2.535,2.02,0
137.4,normal_flow.35,10.906,-0.636,48.141,2
137.4,normal_flow.36,6.126,2.436,12.823,2
137.5,normal_flow.32,13.731,0.181,54.472,1
137.5,normal_flow.33,12.162,1.615,9.48,1
137.5,normal_flow.34,4.413,2.523,2.462,0
137.5,normal_flow.35,10.844,-0.615,49.225,2
137.5,normal_flow.36,6.368,2.415,13.46,2
137.6,normal_flow.32,13.748,0.168,55.847,1
137.6,normal_flow.33,12.318,1.56,10.712,1
137.6,normal_flow.34,4.664,2.509,2.928,0
137.6,normal_flow.35,10.785,-0.592,50.304,2
137.6,normal_flow.36,6.607,2.39,14.121,2
137.7,normal_flow.32,13.763,0.156,57.223,1
137.7,normal_flow.33,12.469,1.505,11.959,1
137.7,normal_flow.34,4.914,2.492,3.42,0
137.7,normal_flow.35,10.728,-0.567,51.377,2
137.7,normal_flow.36,6.843,2.358,14.805,2
137.8,normal_flow.32,13.778,0.145,58.601,1
137.8,normal_flow.33,12.614,1.45,13.22,1
137.8,normal_flow.34,5.161,2.472,3.936,0
137.8,normal_flow.35,10.674,-0.54,52.444,2
137.8,normal_flow.36,7.075,2.324,15.513,2
137.9,normal_flow.32,13.791,0.135,59.98,1
137.9,normal_flow.33,12.753,1.394,14.495,1
137.9,normal_flow.34,5.406,2.449,4.476,0
137.9,normal_flow.35,10.623,-0.512,53.507,2
137.9,normal_flow.36,7.304,2.286,16.243,2
138.0,normal_flow.32,13.804,0.125,61.361,1
138.0,normal_flow.33,12.887,1.339,15.784,1
138.0,normal_flow.34,5.648,2.423,5.041,0
138.0,normal_flow.35,10.575,-0.482,54.564,2
138.0,normal_flow.36,7.528,2.244,16.996,2
138.1,normal_flow.32,13.815,0.116,62.742,1
138.1,normal_flow.33,13.015,1.284,17.085,1
138.1,normal_flow.34,5.887,2.392,5.63,0
138.1,normal_flow.35,10.517,-0.583,55.616,2
138.1,normal_flow.36,7.748,2.199,17.771,2
138.2,normal_flow.32,13.826,0.108,64.125,1
138.2,normal_flow.33,13.138,1.229,18.399,1
138.2,normal_flow.34,6.123,2.358,0.212,0
138.2,normal_flow.35,10.446,-0.708,56.66,2
138.2,normal_flow.36,7.963,2.151,18.567,2
138.3,normal_flow.32,13.836,0.1,65.508,1
138.3,normal_flow.33,13.256,1.175,19.725,1
138.3,normal_flow.34,6.355,2.32,0.848,0
138.3,normal_flow.35,10.362,-0.835,57.697,2
138.3,normal_flow.36,8.173,2.099,19.384,2
138.4,normal_flow.32,13.845,0.093,66.893,1
138.4,normal_flow.33,13.368,1.122,21.062,1
138.4,normal_flow.34,6.583,2.278,1.506,0
138.4,normal_flow.35,10.266,-0.962,58.723,2
138.4,normal_flow.36,8.377,2.044,20.222,2
138.5,normal_flow.32,13.854,0.086,68.278,1
138.5,normal_flow.33,13.475,1.069,22.409,1
138.5,normal_flow.34,6.806,2.231,2.186,0
138.5,normal_flow.35,10.157,-1.091,59.739,2
138.5,normal_flow.36,8.576,1.985,21.08,2
138.6,normal_flow.32,13.862,0.08,69.665,1
138.6,normal_flow.33,13.577,1.018,23.767,1
138.6,normal_flow.34,7.024,2.179,2.889,0
138.6,normal_flow.35,10.035,-1.22,60.742,2
138.6,normal_flow.36,8.768,1.923,21.956,2
138.7,normal_flow.32,13.869,0.074,71.052,1
138.7,normal_flow.33,13.673,0.967,25.134,1
138.7,normal_flow.34,7.236,2.124,3.612,0
138.7,normal_flow.35,9.9,-1.351,61.732,2
138.7,normal_flow.36,8.954,1.858,22.852,2
138.8,normal_flow.32,13.876,0.068,72.439,1
138.8,normal_flow.33,13.765,0.918,26.511,1
138.8,normal_flow.34,7.443,2.065,4.357,0
138.8,normal_flow.35,9.752,-1.482,62.708,2
138.8,normal_flow.36,9.133,1.79,23.765,2
138.8,normal_flow.37,0.0,0.0,5.1,0
138.9,normal_flow.33,13.852,0.871,27.896,1
138.9,normal_flow.34,7.643,2.002,5.121,0
138.9,normal_flow.35,9.591,-1.613,63.667,2
138.9,normal_flow.36,9.305,1.718,24.696,2
138.9,normal_flow.37,0.26,2.6,5.126,0
139.0,normal_flow.33,13.976,1.236,29.293,1
139.0,normal_flow.34,7.836,1.936,5.905,0
139.0,normal_flow.35,9.416,-1.743,64.608,2
139.0,normal_flow.36,9.469,1.644,25.643,2
139.0,normal_flow.37,0.52,2.6,5.178,1
139.1,normal_flow.33,14.094,1.187,30.703,1
139.1,normal_flow.34,8.023,1.867,6.707,0
139.1,normal_flow.35,9.229,-1.872,65.531,2
139.1,normal_flow.36,9.626,1.567,26.605,2
139.1,normal_flow.37,0.78,2.6,5.256,1
139.2,normal_flow.33,14.208,1.138,32.124,1
139.2,normal_flow.34,8.203,1.796,7.527,0
139.2,normal_flow.35,9.029,-2.0,66.434,2
139.2,normal_flow.36,9.775,1.488,27.583,2
139.2,normal_flow.37,1.04,2.6,5.36,1
139.3,normal_flow.33,14.317,1.09,33.555,1
139.3,normal_flow.34,8.375,1.723,8.365,0
139.3,normal_flow.35,8.817,-2.125,67.316,2
139.3,normal_flow.36,9.916,1.407,28.574,2
139.3,normal_flow.37,1.3,2.599,5.49,1
139.4,normal_flow.33,14.422,1.043,34.998,1
139.4,normal_flow.34,8.54,1.648,9.219,0
139.4,normal_flow.35,8.592,-2.246,68.175,2
139.4,normal_flow.36,10.048,1.324,29.579,2
139.4,normal_flow.37,1.56,2.599,5.646,1
139.5,normal_flow.33,14.521,0.997,36.45,1
139.5,normal_flow.34,8.697,1.572,10.088,0
139.5,normal_flow.35,8.356,-2.363,69.01,2
139.5,normal_flow.36,10.172,1.24,30.596,2
139.5,normal_flow.37,1.82,2.598,5.828,2
139.6,normal_flow.33,14.617,0.953,37.911,1
139.6,normal_flow.34,8.847,1.495,10.973,0
139.6,normal_flow.35,8.108,-2.474,69.821,2
139.6,normal_flow.36,10.287,1.154,31.625,2
139.6,normal_flow.37,2.075,2.558,6.035,2
139.7,normal_flow.33,14.708,0.909,39.382,1
139.7,normal_flow.34,8.989,1.418,11.872,0
139.7,normal_flow.35,7.85,-2.578,70.606,2
139.7,normal_flow.36,10.394,1.067,32.664,2
139.7,normal_flow.37,2.331,2.561,6.269,2
139.8,normal_flow.33,14.794,0.867,40.862,1
139.8,normal_flow.34,9.123,1.342,12.784,0
139.8,normal_flow.35,7.583,-2.673,71.365,2
139.8,normal_flow.36,10.492,0.98,33.714,2
139.8,normal_flow.37,2.588,2.563,6.527,2
139.9,normal_flow.33,14.877,0.825,42.349,1
139.9,normal_flow.34,9.249,1.266,13.709,0
139.9,normal_flow.35,7.307,-2.759,72.095,2
139.9,normal_flow.36,10.581,0.892,34.772,2
139.9,normal_flow.37,2.844,2.565,6.812,2
140.0,normal_flow.33,14.955,0.785,43.845,1
140.0,normal_flow.34,9.368,1.191,14.646,0
140.0,normal_flow.35,7.024,-2.835,72.798,2
140.0,normal_flow.36,10.662,0.803,35.838,2
140.0,normal_flow.37,3.101,2.567,7.122,2
140.1,normal_flow.33,15.03,0.747,45.348,1
140.1,normal_flow.34,9.48,1.118,15.594,0
140.1,normal_flow.35,6.734,-2.898,73.471,2
140.1,normal_flow.36,10.706,0.441,36.908,2
140.1,normal_flow.37,3.358,2.568,7.458,2
140.2,normal_flow.33,15.101,0.709,46.858,1
140.2,normal_flow.34,9.585,1.047,16.553,0
140.2,normal_flow.35,6.439,-2.948,74.115,2
140.2,normal_flow.36,10.74,0.345,37.982,2
140.2,normal_flow.37,3.615,2.568,7.819,2
140.3,normal_flow.33,15.168,0.674,48.375,1
140.3,normal_flow.34,9.683,0.978,17.521,0
140.3,normal_flow.35,6.141,-2.985,74.729,2
140.3,normal_flow.36,10.765,0.249,39.059,2
140.3,normal_flow.37,3.871,2.568,8.206,2
140.4,normal_flow.33,15.232,0.639,49.898,1
140.4,normal_flow.34,9.774,0.912,18.498,0
140.4,normal_flow.35,5.84,-3.007,75.313,2
140.4,normal_flow.36,10.78,0.153,40.137,2
140.4,normal_flow.37,4.128,2.568,8.619,2
140.5,normal_flow.33,15.293,0.606,51.427,1
140.5,normal_flow.34,9.859,0.848,19.484,0
140.5,normal_flow.35,5.539,-3.014,75.867,2
140.5,normal_flow.36,10.786,0.057,41.216,2
140.5,normal_flow.37,4.385,2.564,9.058,2
140.6,normal_flow.33,15.35,0.574,52.962,1
140.6,normal_flow.34,9.937,0.787,20.478,0
140.6,normal_flow.35,5.238,-3.006,76.391,2
140.6,normal_flow.36,10.782,-0.04,42.294,2
140.6,normal_flow.37,4.641,2.559,9.522,2
